subsidiaryId,areasId,breedId,productId,operatorId,pickUpDate,quantityProduced,processStatus,totalWeight
4,41,9,28,41,'2019-03-30',304,1,735.99
4,42,1,3,42,'2019-03-30',431,1,1035.74
4,43,8,26,43,'2019-03-30',299,3,550.93
4,44,6,21,44,'2019-03-30',374,2,551.75
4,45,10,30,45,'2019-03-30',235,1,331.05
4,46,8,25,46,'2019-03-30',197,1,419.22
4,47,6,20,47,'2019-03-30',248,3,531.71
4,48,9,27,48,'2019-03-30',377,1,641.01
4,49,1,2,49,'2019-03-30',311,1,579.96
4,50,4,14,50,'2019-03-30',417,2,798.65
5,51,7,23,51,'2019-03-30',227,1,320.6
5,52,2,6,52,'2019-03-30',313,2,412.38
5,53,8,25,53,'2019-03-30',221,3,514.71
5,54,10,30,54,'2019-03-30',343,3,431.78
5,55,2,6,55,'2019-03-30',419,2,637.97
5,56,8,25,56,'2019-03-30',279,1,458.4
5,57,5,17,57,'2019-03-30',267,1,540.49
5,58,9,28,58,'2019-03-30',210,3,440.93
5,59,2,5,59,'2019-03-30',327,2,666.64
5,60,1,1,60,'2019-03-30',240,2,415.79
6,61,5,17,61,'2019-03-30',297,2,699.31
6,62,7,24,62,'2019-03-30',229,1,468.2
6,63,9,28,63,'2019-03-30',325,2,605.13
6,64,6,21,64,'2019-03-30',339,3,691.41
6,65,1,3,65,'2019-03-30',224,1,537.95
6,66,8,26,66,'2019-03-30',292,1,490.39
6,67,1,2,67,'2019-03-30',320,2,406.0
6,68,7,22,68,'2019-03-30',267,3,398.94
6,69,6,20,69,'2019-03-30',270,3,419.54
6,70,7,24,70,'2019-03-30',282,3,369.28
6,71,8,26,71,'2019-03-30',358,3,516.89
6,72,3,9,72,'2019-03-30',232,2,525.61
7,73,2,6,73,'2019-03-30',347,2,489.43
7,74,6,21,74,'2019-03-30',311,2,466.94
7,75,5,18,75,'2019-03-30',363,3,735.29
7,76,8,25,76,'2019-03-30',291,2,412.09
7,77,5,18,77,'2019-03-30',212,3,406.62
7,78,7,23,78,'2019-03-30',356,3,825.72
7,79,8,26,79,'2019-03-30',293,1,655.56
7,80,1,3,80,'2019-03-30',260,3,630.28
7,81,7,24,81,'2019-03-30',334,2,594.48
7,82,4,13,82,'2019-03-30',312,1,503.88
7,83,8,25,83,'2019-03-30',366,3,615.33
7,84,6,19,84,'2019-03-30',219,1,376.86
7,85,1,3,85,'2019-03-30',376,2,899.78
7,86,5,17,86,'2019-03-30',293,1,613.95
7,87,4,12,87,'2019-03-30',262,2,637.27
8,88,8,26,88,'2019-03-30',347,3,589.47
8,89,9,28,89,'2019-03-30',259,1,591.35
8,90,5,18,90,'2019-03-30',251,3,605.74
8,91,8,26,91,'2019-03-30',253,1,513.64
8,92,3,8,92,'2019-03-30',395,2,620.71
8,93,2,6,93,'2019-03-30',311,2,584.84
8,94,3,9,94,'2019-03-30',303,3,667.67
8,95,1,1,95,'2019-03-30',247,2,547.33
8,96,6,20,96,'2019-03-30',325,1,392.34
8,97,7,23,97,'2019-03-30',331,3,752.99
1,1,5,18,1,'2019-04-30',459,1,1026.81
1,2,2,6,2,'2019-04-30',505,2,724.54
1,3,8,26,3,'2019-04-30',407,1,661.39
1,4,8,26,4,'2019-04-30',551,1,1374.59
1,5,1,3,5,'2019-04-30',333,3,511.04
1,6,5,18,6,'2019-04-30',390,3,906.05
1,7,6,21,7,'2019-04-30',542,1,890.75
1,8,8,26,8,'2019-04-30',462,3,1060.9
1,9,6,21,9,'2019-04-30',447,2,669.15
1,10,9,27,10,'2019-04-30',545,2,804.99
1,11,2,6,11,'2019-04-30',620,3,750.16
1,12,7,22,12,'2019-04-30',445,2,935.84
2,13,6,21,13,'2019-04-30',367,2,825.5
2,14,10,30,14,'2019-04-30',299,2,482.61
2,15,3,7,15,'2019-04-30',308,2,676.64
2,16,8,25,16,'2019-04-30',332,2,768.67
2,17,1,3,17,'2019-04-30',384,2,700.56
2,18,9,28,18,'2019-04-30',324,1,454.72
2,19,6,20,19,'2019-04-30',382,2,833.45
2,20,8,26,20,'2019-04-30',249,2,519.74
2,21,5,17,21,'2019-04-30',276,2,568.16
2,22,10,30,22,'2019-04-30',333,2,536.12
2,23,5,16,23,'2019-04-30',231,3,422.02
2,24,7,22,24,'2019-04-30',292,2,374.98
2,25,8,25,25,'2019-04-30',250,2,361.11
2,26,9,27,26,'2019-04-30',274,3,607.34
3,27,3,8,27,'2019-04-30',390,3,777.61
3,28,4,11,28,'2019-04-30',255,3,385.67
3,29,4,11,29,'2019-04-30',289,1,420.08
3,30,10,29,30,'2019-04-30',376,1,764.62
3,31,10,29,31,'2019-04-30',278,2,554.55
3,32,6,21,32,'2019-04-30',203,1,274.31
3,33,5,18,33,'2019-04-30',301,2,516.51
3,34,9,28,34,'2019-04-30',265,1,370.8
3,35,8,25,35,'2019-04-30',283,2,627.41
3,36,8,25,36,'2019-04-30',368,3,752.67
3,37,8,25,37,'2019-04-30',351,1,787.3
4,38,9,27,38,'2019-04-30',275,2,666.22
4,39,2,4,39,'2019-04-30',356,3,866.11
4,40,2,6,40,'2019-04-30',267,1,392.35
4,41,4,15,41,'2019-04-30',316,1,547.69
4,42,5,18,42,'2019-04-30',363,1,743.58
4,43,7,23,43,'2019-04-30',280,1,474.03
4,44,3,8,44,'2019-04-30',295,2,631.44
4,45,4,11,45,'2019-04-30',270,1,629.53
4,46,4,15,46,'2019-04-30',220,1,397.56
4,47,5,16,47,'2019-04-30',280,3,394.54
4,48,3,9,48,'2019-04-30',309,1,637.38
4,49,2,6,49,'2019-04-30',242,3,373.9
4,50,10,30,50,'2019-04-30',349,1,427.91
5,51,2,5,51,'2019-04-30',297,3,436.91
5,52,4,14,52,'2019-04-30',288,3,654.8
5,53,2,5,53,'2019-04-30',268,1,573.97
5,54,2,5,54,'2019-04-30',276,1,571.99
5,55,7,22,55,'2019-04-30',437,3,771.74
5,56,4,13,56,'2019-04-30',303,2,753.2
5,57,9,28,57,'2019-04-30',311,2,632.28
5,58,1,3,58,'2019-04-30',225,2,432.92
5,59,3,9,59,'2019-04-30',291,3,540.18
5,60,4,11,60,'2019-04-30',308,3,571.95
6,61,1,2,61,'2019-04-30',291,2,493.33
6,62,5,16,62,'2019-04-30',228,2,459.04
6,63,1,2,63,'2019-04-30',297,3,538.07
6,64,8,26,64,'2019-04-30',409,1,685.55
6,65,2,5,65,'2019-04-30',267,1,372.91
6,66,2,6,66,'2019-04-30',242,3,379.89
6,67,3,8,67,'2019-04-30',404,3,802.96
6,68,7,23,68,'2019-04-30',299,2,418.1
6,69,4,11,69,'2019-04-30',326,2,742.06
6,70,9,28,70,'2019-04-30',310,2,417.82
6,71,2,4,71,'2019-04-30',403,2,712.32
6,72,5,18,72,'2019-04-30',265,1,634.66
7,73,6,20,73,'2019-04-30',335,3,578.23
7,74,5,16,74,'2019-04-30',312,2,376.15
7,75,10,29,75,'2019-04-30',318,2,441.38
7,76,10,30,76,'2019-04-30',244,1,365.58
7,77,7,22,77,'2019-04-30',218,1,501.44
7,78,10,29,78,'2019-04-30',373,3,781.21
7,79,3,9,79,'2019-04-30',293,3,520.53
7,80,5,17,80,'2019-04-30',215,2,436.65
7,81,7,23,81,'2019-04-30',324,2,549.54
7,82,8,26,82,'2019-04-30',332,1,437.92
7,83,6,21,83,'2019-04-30',385,1,612.23
7,84,3,8,84,'2019-04-30',257,2,330.4
7,85,8,25,85,'2019-04-30',350,3,782.11
7,86,6,21,86,'2019-04-30',318,3,685.11
7,87,4,14,87,'2019-04-30',260,2,446.98
8,88,1,3,88,'2019-04-30',382,1,875.18
8,89,1,2,89,'2019-04-30',321,3,789.1
8,90,6,20,90,'2019-04-30',271,1,350.04
8,91,2,4,91,'2019-04-30',278,1,427.68
8,92,4,11,92,'2019-04-30',378,1,688.13
8,93,3,9,93,'2019-04-30',300,1,476.66
8,94,1,3,94,'2019-04-30',278,3,531.3
8,95,6,21,95,'2019-04-30',224,3,542.5
8,96,2,5,96,'2019-04-30',328,3,632.4
8,97,5,16,97,'2019-04-30',315,3,714.29
1,1,8,26,1,'2019-05-30',443,2,729.06
1,2,7,22,2,'2019-05-30',566,1,1046.79
1,3,10,29,3,'2019-05-30',480,2,757.55
1,4,5,17,4,'2019-05-30',588,2,928.88
1,5,6,19,5,'2019-05-30',399,2,846.09
1,6,3,9,6,'2019-05-30',399,3,485.54
1,7,5,16,7,'2019-05-30',532,1,648.16
1,8,3,7,8,'2019-05-30',471,1,930.32
1,9,3,7,9,'2019-05-30',466,2,802.02
1,10,6,20,10,'2019-05-30',631,2,1550.94
1,11,7,22,11,'2019-05-30',683,3,949.1
1,12,8,25,12,'2019-05-30',434,2,610.52
2,13,6,20,13,'2019-05-30',292,1,527.55
2,14,1,3,14,'2019-05-30',291,1,388.49
2,15,3,7,15,'2019-05-30',356,2,687.83
2,16,9,27,16,'2019-05-30',294,2,552.92
2,17,4,10,17,'2019-05-30',317,1,455.44
2,18,4,13,18,'2019-05-30',332,2,562.39
2,19,5,18,19,'2019-05-30',357,2,740.99
2,20,8,26,20,'2019-05-30',221,2,358.18
2,21,7,23,21,'2019-05-30',355,2,580.99
2,22,7,22,22,'2019-05-30',425,1,641.85
2,23,1,2,23,'2019-05-30',227,1,338.29
2,24,5,17,24,'2019-05-30',324,2,558.68
2,25,10,29,25,'2019-05-30',218,1,318.81
2,26,3,8,26,'2019-05-30',318,2,732.13
3,27,2,6,27,'2019-05-30',382,2,674.19
3,28,4,15,28,'2019-05-30',275,3,457.03
3,29,4,12,29,'2019-05-30',292,3,462.65
3,30,7,24,30,'2019-05-30',413,2,793.22
3,31,1,1,31,'2019-05-30',310,1,449.9
3,32,7,24,32,'2019-05-30',252,1,404.69
3,33,8,26,33,'2019-05-30',281,3,437.91
3,34,4,15,34,'2019-05-30',276,2,452.8
3,35,8,25,35,'2019-05-30',343,3,671.19
3,36,4,11,36,'2019-05-30',381,1,650.39
3,37,1,1,37,'2019-05-30',381,2,651.96
4,38,9,28,38,'2019-05-30',275,3,349.89
4,39,8,26,39,'2019-05-30',301,1,468.32
4,40,1,1,40,'2019-05-30',223,1,434.94
4,41,3,7,41,'2019-05-30',345,2,571.48
4,42,10,29,42,'2019-05-30',437,3,693.27
4,43,3,8,43,'2019-05-30',250,2,380.78
4,44,5,18,44,'2019-05-30',362,1,691.7
4,45,9,28,45,'2019-05-30',236,2,316.95
4,46,8,25,46,'2019-05-30',208,1,397.6
4,47,1,2,47,'2019-05-30',266,2,392.14
4,48,5,18,48,'2019-05-30',296,3,574.4
4,49,7,22,49,'2019-05-30',246,2,312.98
4,50,10,30,50,'2019-05-30',437,2,864.91
5,51,7,22,51,'2019-05-30',237,3,549.19
5,52,8,26,52,'2019-05-30',305,2,656.88
5,53,3,9,53,'2019-05-30',212,1,428.07
5,54,5,18,54,'2019-05-30',328,1,594.62
5,55,5,16,55,'2019-05-30',388,1,594.16
5,56,2,4,56,'2019-05-30',283,2,466.19
5,57,1,1,57,'2019-05-30',274,1,571.93
5,58,2,5,58,'2019-05-30',196,2,280.79
5,59,3,7,59,'2019-05-30',287,2,394.3
5,60,8,25,60,'2019-05-30',274,2,411.25
6,61,8,25,61,'2019-05-30',261,1,354.39
6,62,1,3,62,'2019-05-30',235,1,288.27
6,63,10,29,63,'2019-05-30',376,1,885.0
6,64,10,30,64,'2019-05-30',402,3,562.4
6,65,9,28,65,'2019-05-30',277,3,334.6
6,66,9,27,66,'2019-05-30',297,2,364.67
6,67,3,9,67,'2019-05-30',408,3,554.45
6,68,7,24,68,'2019-05-30',239,1,458.98
6,69,1,1,69,'2019-05-30',272,1,524.59
6,70,5,18,70,'2019-05-30',244,1,401.7
6,71,3,7,71,'2019-05-30',377,1,814.7
6,72,1,3,72,'2019-05-30',245,3,346.13
7,73,9,28,73,'2019-05-30',349,3,747.64
7,74,1,2,74,'2019-05-30',364,3,639.89
7,75,3,8,75,'2019-05-30',341,1,780.31
7,76,6,21,76,'2019-05-30',290,1,508.59
7,77,7,22,77,'2019-05-30',224,2,370.17
7,78,4,15,78,'2019-05-30',395,3,748.9
7,79,4,12,79,'2019-05-30',275,1,586.39
7,80,2,4,80,'2019-05-30',271,2,599.61
7,81,6,21,81,'2019-05-30',340,2,540.28
7,82,9,27,82,'2019-05-30',268,3,430.81
7,83,2,4,83,'2019-05-30',403,3,572.27
7,84,9,28,84,'2019-05-30',220,2,362.26
7,85,3,7,85,'2019-05-30',351,2,456.29
7,86,7,24,86,'2019-05-30',302,3,663.24
7,87,8,26,87,'2019-05-30',226,2,488.46
8,88,8,26,88,'2019-05-30',302,3,581.57
8,89,8,25,89,'2019-05-30',265,3,437.38
8,90,6,21,90,'2019-05-30',246,2,352.72
8,91,1,3,91,'2019-05-30',238,2,367.15
8,92,4,10,92,'2019-05-30',429,2,694.44
8,93,5,18,93,'2019-05-30',304,3,732.96
8,94,7,24,94,'2019-05-30',254,3,439.54
8,95,5,18,95,'2019-05-30',242,2,321.63
8,96,4,14,96,'2019-05-30',333,2,793.96
8,97,6,20,97,'2019-05-30',341,3,471.13
1,1,6,21,1,'2019-06-30',586,1,891.35
1,2,9,27,2,'2019-06-30',571,1,1394.26
1,3,7,23,3,'2019-06-30',510,1,909.17
1,4,6,20,4,'2019-06-30',506,2,875.56
1,5,9,27,5,'2019-06-30',426,2,704.03
1,6,5,17,6,'2019-06-30',347,2,622.04
1,7,3,8,7,'2019-06-30',506,2,1117.28
1,8,1,2,8,'2019-06-30',451,1,1084.43
1,9,7,24,9,'2019-06-30',384,2,779.66
1,10,2,6,10,'2019-06-30',480,2,582.42
1,11,8,25,11,'2019-06-30',549,1,925.47
1,12,3,9,12,'2019-06-30',393,1,848.14
2,13,10,30,13,'2019-06-30',328,1,795.93
2,14,5,18,14,'2019-06-30',320,2,407.8
2,15,1,1,15,'2019-06-30',279,3,509.72
2,16,6,19,16,'2019-06-30',260,1,445.71
2,17,7,24,17,'2019-06-30',365,2,702.13
2,18,10,30,18,'2019-06-30',371,3,518.0
2,19,6,20,19,'2019-06-30',310,2,627.11
2,20,8,25,20,'2019-06-30',255,1,454.46
2,21,6,19,21,'2019-06-30',335,2,718.98
2,22,9,27,22,'2019-06-30',421,1,970.84
2,23,5,18,23,'2019-06-30',258,3,533.5
2,24,5,17,24,'2019-06-30',304,3,716.02
2,25,9,27,25,'2019-06-30',255,2,386.27
2,26,7,22,26,'2019-06-30',322,1,401.03
3,27,2,4,27,'2019-06-30',390,3,634.0
3,28,1,1,28,'2019-06-30',289,2,447.72
3,29,2,6,29,'2019-06-30',314,3,607.14
3,30,3,8,30,'2019-06-30',410,1,617.28
3,31,7,23,31,'2019-06-30',298,3,497.69
3,32,7,23,32,'2019-06-30',235,3,395.34
3,33,3,7,33,'2019-06-30',248,3,443.89
3,34,4,10,34,'2019-06-30',282,1,542.61
3,35,10,29,35,'2019-06-30',334,1,414.62
3,36,5,18,36,'2019-06-30',345,1,585.01
3,37,1,3,37,'2019-06-30',386,1,649.12
4,38,8,26,38,'2019-06-30',300,3,447.08
4,39,3,8,39,'2019-06-30',381,1,946.98
4,40,6,21,40,'2019-06-30',227,2,363.84
4,41,3,9,41,'2019-06-30',357,2,712.57
4,42,1,2,42,'2019-06-30',346,1,795.47
4,43,7,22,43,'2019-06-30',263,3,471.16
4,44,5,18,44,'2019-06-30',311,3,443.8
4,45,6,20,45,'2019-06-30',265,1,557.16
4,46,9,27,46,'2019-06-30',265,3,536.41
4,47,8,26,47,'2019-06-30',316,2,757.11
4,48,4,10,48,'2019-06-30',361,3,834.29
